id,fold_0,initial_0,final_0,fold_1,initial_1,final_1,fold_2,initial_2,final_2,fold_3,initial_3,final_3,fold_4,initial_4,final_4,toxic_pred
654,train,0.2997626,0.29964662,train,0.40016738,0.42804104,valid,0.28814864,0.27635607,train,0.4691758,0.48213938,train,0.39459625,0.33720568,0.36467773
655,valid,0.0046875076,0.010763506,train,0.053366512,0.092401095,train,0.041456662,0.039590485,train,0.03703248,0.04920356,train,0.075970136,0.07283575,0.052958883
656,train,0.0778256,0.15410125,valid,0.3214295,0.22313292,train,0.18290213,0.12639101,train,0.083809696,0.12177794,train,0.25609574,0.21950178,0.16898099
657,valid,0.8549751,0.9119657,train,0.85661334,0.95005375,train,0.8842105,0.9005982,train,0.92065763,0.9354735,train,0.87363225,0.90663326,0.92094487
658,train,0.06262037,0.04332987,train,0.13336866,0.107973434,valid,0.10285048,0.07020174,train,0.04752039,0.059583638,train,0.08712875,0.06328568,0.06887487
659,train,0.08396175,0.15329783,train,0.13376966,0.11137883,train,0.27585965,0.20771736,valid,0.090825364,0.15140006,train,0.21024674,0.1826397,0.16128676
660,train,0.2952665,0.35952514,train,0.13831553,0.21563596,train,0.4759739,0.4575688,train,0.17627075,0.19418441,valid,0.2849028,0.33553487,0.31248984
661,train,0.035472054,0.034508396,valid,0.03513319,0.038788192,train,0.03620981,0.029910592,train,0.034863304,0.059065506,train,0.123853624,0.12076966,0.05660847
662,valid,0.20022285,0.2622782,train,0.21804051,0.19870329,train,0.17738792,0.1453948,train,0.17919901,0.19101672,train,0.1252173,0.1030421,0.18008703
663,valid,0.011779192,0.01778528,train,0.015324764,0.015002186,train,0.012052922,0.00999948,train,0.019831937,0.025702385,train,0.03488241,0.029129112,0.019523688
664,train,0.017593201,0.03526679,train,0.009431014,0.009604757,train,0.034395285,0.03212954,train,0.017019562,0.02790788,valid,0.009184343,0.01202822,0.023387436
665,train,0.06833804,0.18915616,train,0.08991828,0.28698784,valid,0.2098627,0.18390337,train,0.2567029,0.26526445,train,0.33071986,0.20783842,0.22663006
666,train,0.4518986,0.61547726,train,0.8143784,0.842334,train,0.7433538,0.8023546,valid,0.9133821,0.92491883,train,0.5564355,0.6764643,0.7723098
667,train,0.2930422,0.28109744,train,0.26619205,0.23656692,valid,0.46116227,0.36246064,train,0.21429774,0.21302967,train,0.21272522,0.18440886,0.2555127
668,valid,0.21956208,0.35170195,train,0.23367992,0.24660249,train,0.44634813,0.31978256,train,0.18560666,0.26581752,train,0.24089015,0.27483678,0.29174826
669,train,0.54065734,0.7009668,train,0.17328227,0.54107815,train,0.46775678,0.5459516,train,0.48813537,0.45000485,valid,0.28800514,0.18312512,0.48422527
670,valid,0.5776168,0.6889274,train,0.67594516,0.7026434,train,0.62720245,0.6781726,train,0.29537788,0.2639626,train,0.59976006,0.51536584,0.5698143
671,train,0.029088669,0.019390749,train,0.009886636,0.013167271,valid,0.021278942,0.015340243,train,0.09067589,0.09316892,train,0.018995821,0.015663546,0.031346146
672,valid,0.060020354,0.05930737,train,0.032087833,0.03885406,train,0.124865554,0.0877211,train,0.044000436,0.05409698,train,0.16676423,0.10067381,0.068130665
673,train,0.05492146,0.098195165,train,0.08987146,0.11494824,train,0.058144324,0.042764556,valid,0.026773935,0.05136976,train,0.1308316,0.10564988,0.08258552
674,train,0.2611711,0.19795856,train,0.08312667,0.1426063,train,0.115035325,0.05353047,valid,0.08417154,0.08521295,train,0.1628337,0.11269654,0.11840095
675,train,0.049389806,0.040535953,train,0.022539757,0.04607928,train,0.08115638,0.05231537,train,0.035480928,0.033619206,valid,0.076138616,0.050575163,0.044624995
676,train,0.071951844,0.049385488,train,0.06529474,0.056278,train,0.10106462,0.063191146,valid,0.054871764,0.05538308,train,0.21017389,0.118979946,0.06864353
677,train,0.025735362,0.08405022,train,0.02382867,0.042224444,train,0.025209812,0.04146524,train,0.024394844,0.027558919,valid,0.023057148,0.033366922,0.04573315
678,valid,0.60883677,0.567586,train,0.2439964,0.3040255,train,0.3600878,0.15476555,train,0.11195987,0.12469284,train,0.25066593,0.17839193,0.26589233
679,train,0.48929012,0.49869567,valid,0.23910435,0.22882816,train,0.3882893,0.27043197,train,0.2602877,0.32260314,train,0.3405792,0.30759293,0.32563037
680,train,0.04505934,0.0978445,train,0.2883617,0.16525558,train,0.15972114,0.10969266,valid,0.07392075,0.11649576,train,0.09792131,0.11026161,0.119910024
681,train,0.052579723,0.041357867,train,0.05086628,0.0266799,valid,0.036068846,0.019488892,train,0.03601787,0.047286358,train,0.036272816,0.02266734,0.03149607
682,train,0.08419185,0.06164305,valid,0.05734657,0.12473488,train,0.16214061,0.11101545,train,0.04751397,0.049974807,train,0.058163118,0.046359543,0.078745544
683,valid,0.28415373,0.3497159,train,0.35056382,0.26421884,train,0.34295774,0.3704133,train,0.14870112,0.17870605,train,0.2898774,0.22381161,0.27737314
684,train,0.09031963,0.120731555,train,0.3524338,0.18779762,train,0.06751009,0.059873413,valid,0.049126223,0.06968974,train,0.13506739,0.13188688,0.113995835
685,train,0.018116051,0.03071268,valid,0.03843588,0.07282875,train,0.038467605,0.0481688,train,0.020525426,0.027299885,train,0.08423836,0.10994366,0.057790756
686,train,0.020051962,0.02542468,train,0.045813438,0.067887686,train,0.04328199,0.016761396,valid,0.04251733,0.060317248,train,0.026873222,0.021883652,0.03845493
687,train,0.048152998,0.05398591,train,0.084450275,0.09479419,valid,0.12623194,0.11914438,train,0.048965994,0.052088007,train,0.033614095,0.03882929,0.07176836
688,train,0.017464645,0.05624094,valid,0.2513119,0.23096876,train,0.14498919,0.072603665,train,0.053696025,0.107060455,train,0.20260149,0.14837603,0.123049974
689,train,0.4062019,0.4882175,train,0.63079196,0.72595704,train,0.70158327,0.644758,train,0.53762066,0.50913453,valid,0.42852357,0.46772665,0.56715876
690,train,0.16537157,0.09520563,train,0.2278973,0.2380493,train,0.19328578,0.12532222,train,0.09311064,0.11604952,valid,0.10211783,0.08161869,0.13124907
691,train,0.022150734,0.047670662,train,0.011124536,0.0113212345,train,0.03766831,0.04629853,valid,0.035127632,0.037754513,train,0.030851599,0.028278492,0.03426469
692,valid,0.29645652,0.45387748,train,0.2956614,0.35418978,train,0.37241653,0.2559212,train,0.14609128,0.25569916,train,0.29465342,0.28028414,0.31999436
693,train,0.19644345,0.18156263,train,0.1840079,0.2783962,train,0.10965574,0.07505751,valid,0.18017091,0.16617285,train,0.13851956,0.11875649,0.16398913
694,train,0.009909135,0.014110668,train,0.023922505,0.01489571,train,0.010901515,0.014637531,train,0.01911854,0.027059251,valid,0.014879353,0.014733874,0.017087406
695,train,0.2838476,0.2781067,valid,0.20726922,0.28453344,train,0.23393753,0.1900883,train,0.17730938,0.18996337,train,0.28776273,0.24793275,0.23812492
696,train,0.028702911,0.051185425,train,0.20018895,0.12891874,train,0.12205326,0.08909331,train,0.046992015,0.07290422,valid,0.04597818,0.04354485,0.07712931
697,train,0.03639784,0.08736934,train,0.16307333,0.22550698,train,0.2811754,0.18651341,train,0.061446432,0.075849354,valid,0.23892535,0.19409685,0.15386719
698,train,0.35589823,0.5903332,train,0.5564405,0.6327779,valid,0.5985611,0.65076005,train,0.37503737,0.36938897,train,0.7893092,0.745715,0.597795
699,train,0.0023574447,0.0053039826,train,0.05537539,0.047716886,train,0.025219493,0.02502807,train,0.02449302,0.032281972,valid,0.011302398,0.014755679,0.025017317
700,train,0.04264471,0.03381281,train,0.012169511,0.031630814,train,0.03786252,0.013727574,train,0.03165137,0.03314177,valid,0.031051166,0.015353363,0.025533265
701,train,0.010130417,0.021847501,train,0.06285656,0.08566335,train,0.048272513,0.046821058,valid,0.034361117,0.041098807,train,0.11229324,0.090539135,0.057193972
702,train,0.40746567,0.5562524,valid,0.5602464,0.62149256,train,0.4769517,0.58547217,train,0.68075454,0.69049215,train,0.6654382,0.63607025,0.6179559
703,train,0.62631196,0.64372945,train,0.4093376,0.48945668,valid,0.44676524,0.36804563,train,0.31275117,0.3958513,train,0.64561635,0.56648934,0.4927145
704,train,0.07122974,0.05820911,valid,0.044064324,0.045269486,train,0.1066724,0.09092365,train,0.06277543,0.075431265,train,0.0473542,0.050953764,0.064157456
705,train,0.299923,0.3413697,train,0.3042365,0.22691853,valid,0.6259358,0.53269434,train,0.28571218,0.26413837,train,0.30716047,0.26885498,0.32679516
706,train,0.14425611,0.25905746,train,0.16284753,0.207576,train,0.24844366,0.16477259,train,0.077831954,0.13090253,valid,0.10157225,0.07525434,0.16751258
707,train,0.4151349,0.4229891,train,0.29896545,0.41099456,valid,0.40464497,0.29551277,train,0.46520627,0.4174797,train,0.39448485,0.2955742,0.36851007
708,train,0.06716878,0.10985269,valid,0.043801058,0.08967507,train,0.21451794,0.12494547,train,0.08172308,0.10355719,train,0.043016303,0.04810655,0.0952274
709,train,0.74218863,0.6911347,valid,0.5842717,0.7076081,train,0.7265983,0.69759405,train,0.8002627,0.7208265,train,0.6978792,0.71017975,0.70546865
710,valid,0.17335625,0.2833844,train,0.16984262,0.23616529,train,0.29049253,0.28952608,train,0.060412828,0.079975456,train,0.3232046,0.2774198,0.23329422
711,train,0.022997838,0.03413408,train,0.0686814,0.08554398,train,0.13439512,0.07124849,valid,0.08995202,0.11558744,train,0.062241007,0.05723289,0.07274938
712,train,0.033324726,0.0220088,train,0.046022788,0.03927612,train,0.059839133,0.033108737,valid,0.03843408,0.04060618,train,0.08255482,0.048732642,0.036746494
713,train,0.093069255,0.19794433,valid,0.5054789,0.48828596,train,0.44570526,0.3715639,train,0.093836196,0.19768451,train,0.27036646,0.26818493,0.30473274
714,train,0.17275898,0.14800122,train,0.07461952,0.093985274,train,0.047385916,0.034189038,valid,0.07048966,0.10030347,train,0.02869292,0.023641754,0.08002415
715,train,0.06675559,0.23740631,train,0.17345545,0.19460724,train,0.13226838,0.19358651,train,0.1428839,0.20535134,valid,0.29153246,0.25400612,0.21699151
716,train,0.05562748,0.102132075,valid,0.08546593,0.12568769,train,0.09215947,0.12517601,train,0.034305945,0.039807916,train,0.14610973,0.093600385,0.097280815
717,train,0.06718037,0.05263431,train,0.098862715,0.06783484,train,0.06106828,0.026988281,valid,0.03469857,0.05427959,train,0.08946087,0.053191558,0.050985716
718,train,0.013565551,0.02957338,valid,0.037173647,0.061944183,train,0.036957517,0.038924944,train,0.059087735,0.05745105,train,0.07912042,0.059509825,0.049480677
719,train,0.34468165,0.36478385,valid,0.18455414,0.33545947,train,0.3944185,0.3083987,train,0.2759453,0.28152868,train,0.1383768,0.12109387,0.28225294
720,train,0.026213141,0.051523447,valid,0.049453147,0.13154547,train,0.053262815,0.060719453,train,0.026021725,0.033631597,train,0.027453916,0.030513363,0.061586667
721,train,0.015679788,0.016842237,train,0.048906807,0.025351629,train,0.013958361,0.009955586,train,0.04353786,0.046592865,valid,0.007764114,0.008002956,0.021349056
722,train,0.0762905,0.15020247,valid,0.091633625,0.07921488,train,0.074600816,0.058667675,train,0.17419466,0.22881019,train,0.3070062,0.2383931,0.15105768
723,train,0.010513375,0.017962089,train,0.02171136,0.028619952,train,0.034379613,0.020651838,valid,0.030557416,0.047496766,train,0.0136149945,0.013457547,0.025637638
724,train,0.25326088,0.29984155,train,0.25206304,0.36983678,train,0.31470412,0.25796255,train,0.11730492,0.13575478,valid,0.45819443,0.37674916,0.288029
725,train,0.07517307,0.10207435,train,0.20188147,0.27616307,valid,0.22989412,0.20983115,train,0.09624047,0.08634074,train,0.12250375,0.10301707,0.15548529
726,train,0.043155886,0.08596899,train,0.19080524,0.082788266,valid,0.067674145,0.050340287,train,0.02327446,0.042915963,train,0.07294899,0.07534016,0.06747074
727,train,0.08333635,0.1427973,train,0.34311235,0.3317799,train,0.41250706,0.3429291,valid,0.067883916,0.11179247,train,0.31501883,0.24114797,0.23408934
728,train,0.015993116,0.04826535,train,0.027129686,0.0710085,train,0.114634626,0.09927745,train,0.07805901,0.088437594,valid,0.078015976,0.0541097,0.072219715
729,train,0.06523283,0.09603474,valid,0.13116522,0.1241223,train,0.056351367,0.036695667,train,0.057412755,0.05120909,train,0.08971406,0.06900499,0.07541336
730,valid,0.20558915,0.37428644,train,0.14682315,0.1486055,train,0.10079613,0.13265519,train,0.13726187,0.12755407,train,0.29789293,0.20509118,0.19763848
731,train,0.0009110469,0.0023173455,train,0.027292594,0.024136638,valid,0.019072419,0.021274133,train,0.0076146135,0.010875069,train,0.032756872,0.031092385,0.017939113
732,train,0.051441368,0.08357553,valid,0.30728582,0.09233244,train,0.07484694,0.05406716,train,0.035305902,0.05836325,train,0.09722825,0.092974566,0.07626259
733,train,0.09540583,0.112172805,train,0.27529114,0.4886872,train,0.12602419,0.17524873,valid,0.44667917,0.48177797,train,0.2502271,0.20917057,0.29341143
734,train,0.041749883,0.08854387,valid,0.08034817,0.09559565,train,0.04645298,0.065885074,train,0.03418977,0.032433514,train,0.14908807,0.11406191,0.079304
735,train,0.09074288,0.101246364,train,0.16570961,0.21054243,train,0.28840658,0.18098192,train,0.3148113,0.27666104,valid,0.5599383,0.5149145,0.25686926
736,train,0.044131268,0.07824459,train,0.08416452,0.06961196,valid,0.04894568,0.032744836,train,0.014409832,0.028279506,train,0.048734467,0.044735726,0.050723325
737,train,0.003470829,0.006295899,train,0.021826876,0.009689361,train,0.0076214923,0.00720508,valid,0.030352727,0.03638209,train,0.010328801,0.019771755,0.015868837
738,train,0.03837745,0.065048724,train,0.029690132,0.07414722,valid,0.011016937,0.007647608,train,0.030212395,0.05411113,train,0.038176008,0.028244633,0.04583986
739,train,0.066267535,0.040541872,valid,0.06485663,0.09737774,train,0.114218764,0.063686,train,0.075745,0.08724773,train,0.06602869,0.03515911,0.06480249
740,train,0.3587706,0.41017008,train,0.20016779,0.32649943,train,0.35061878,0.2778515,train,0.23808703,0.21393196,valid,0.33466187,0.26529738,0.29875007
741,train,0.012324665,0.024411056,train,0.024774121,0.0657738,train,0.03991388,0.039822463,valid,0.012764179,0.015474054,train,0.06387035,0.0625624,0.04160875
742,train,0.36380506,0.35973877,train,0.36605126,0.34350896,valid,0.20915604,0.12564158,train,0.47430798,0.44623864,train,0.27147833,0.229004,0.30082637
743,valid,0.15643488,0.15732972,train,0.098682724,0.11134479,train,0.11238085,0.09255421,train,0.038836062,0.052305713,train,0.09270169,0.078417696,0.09839043
744,train,0.6445884,0.6796623,valid,0.6118742,0.6016983,train,0.7003074,0.6640759,train,0.5857562,0.589301,train,0.6954273,0.68037385,0.6430223
745,train,0.13966982,0.107396394,train,0.07564624,0.07108229,train,0.02836947,0.022709051,valid,0.10188449,0.1301775,train,0.14436056,0.11003952,0.08828095
746,train,0.056679662,0.107400104,valid,0.06981166,0.18012333,train,0.017682167,0.03001668,train,0.09157621,0.12183533,train,0.053281166,0.06711338,0.10129777
747,train,0.016323352,0.03319119,train,0.09625384,0.09415591,train,0.042084064,0.035048887,valid,0.037832584,0.056658566,train,0.03442581,0.04185738,0.052182388
748,train,0.082328565,0.1655957,train,0.065127924,0.13078068,valid,0.03544706,0.051838633,train,0.07256402,0.06868357,train,0.098650075,0.06924416,0.09722855
749,train,0.058671243,0.10681279,train,0.092731215,0.2613041,train,0.15711392,0.13440135,train,0.1384883,0.14599098,valid,0.063405186,0.032744993,0.13625085
750,train,0.5092632,0.7168924,valid,0.79469275,0.8763489,train,0.7121884,0.7781358,train,0.45316294,0.5387072,train,0.58205426,0.71876955,0.7257708
751,train,0.009044587,0.014608592,train,0.028669668,0.03703909,train,0.01577692,0.0217553,train,0.015815675,0.023170473,valid,0.007856721,0.010031753,0.021321042
752,train,0.34569338,0.53303546,train,0.19725569,0.28767192,train,0.1702439,0.23093773,valid,0.16287625,0.1594421,train,0.36503097,0.3150984,0.3052371
753,train,0.15242007,0.21930024,train,0.30915332,0.51632905,train,0.49876,0.48203376,train,0.1804057,0.17437334,valid,0.13242635,0.110949844,0.30059725
754,train,0.0034904992,0.006969681,train,0.007695712,0.022219595,train,0.011048851,0.015242986,train,0.018879298,0.02693404,valid,0.0065054195,0.008069079,0.015887076
755,train,0.19576126,0.3704075,train,0.513037,0.48471776,train,0.28953958,0.23219137,train,0.061956465,0.1348583,valid,0.5566722,0.532009,0.35083678
756,train,0.04737759,0.07983333,train,0.06273658,0.050880685,valid,0.054596003,0.052301764,train,0.022819849,0.04305899,train,0.07984517,0.056178425,0.056450643
757,train,0.19017497,0.3024259,train,0.39037582,0.5553998,train,0.4683036,0.49846122,train,0.6637066,0.68262833,valid,0.6248948,0.5497586,0.51773477
758,train,0.29936165,0.32583687,valid,0.115424074,0.13263454,train,0.24657811,0.18698886,train,0.18892677,0.18966734,train,0.4267899,0.36630452,0.24028642
759,valid,0.06037192,0.14337403,train,0.23183292,0.24815641,train,0.19492179,0.1243128,train,0.09359209,0.16506189,train,0.19675642,0.16101018,0.16838308
760,train,0.16276209,0.24485229,valid,0.50287306,0.5371731,train,0.20944025,0.18610787,train,0.115766995,0.13820018,train,0.23519053,0.27238962,0.27574462
761,valid,0.062386643,0.14570612,train,0.16447559,0.2338032,train,0.05755217,0.046503436,train,0.07826237,0.12065068,train,0.20853323,0.19857824,0.14904833
762,train,0.034118548,0.07664169,train,0.07598321,0.026475469,train,0.02594716,0.017814124,train,0.03678672,0.054972976,valid,0.017071119,0.020586224,0.039298095
763,train,0.47833943,0.38184908,valid,0.15521652,0.2971363,train,0.3322853,0.32770878,train,0.16169843,0.18885559,train,0.25795662,0.22314695,0.28373933
764,train,0.020841215,0.045503054,train,0.0100489715,0.027043078,train,0.062347785,0.0665325,train,0.016114227,0.020172648,valid,0.04489772,0.043110985,0.04047245
